"ShowID","ShowDate","ShowName","DeadBaseID","VenueID","TapeRank","GotIT","Quality","MyNotes","ShowNotes","ShowFirstLine"
642,"1986-02-11","02-11-86",1615,138,635,0,-1,"","*with members of The Neville Brothers Encore without Phil, Weir on tamborine - Mardi Gras - last ""Drums"": 10-02-80 [379] - final/last ""Hey Bo Diddley"": [849] - The Neville Brothers opened - post show jam: Bill Kreutzmann, Willie Green, Bob Weir, Dan Healy, possibly others","02-11-86 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Tue)"
643,"1986-02-14","02-14-86",1617,138,636,0,-1,"","final ""Keep On Growing""","02-14-86 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Fri)"
644,"1986-03-19","03-19-86",1618,6,637,0,-1,"","first ""Visions Of Johanna""","03-19-86 Hampton Coliseum/, Hampton/, Va. (Wed)"
645,"1986-03-28","03-28-86",1625,245,638,0,-1,"","","03-28-86 Cumberland County Civic Center/, Portland/, Me. (Fri)"
646,"1986-04-03","04-03-86",1629,110,639,0,-1,"","","04-03-86 Hartford Civic Center/, Hartford/, Ct. (Thu)"
647,"1986-04-22","04-22-86",1636,120,640,0,-1,"","Rex Foundation benefit - final ""Visions Of Johanna""","04-22-86 Berkeley Community Theatre/, Berkeley/, Ca. (Tue)"
648,"1986-06-26","06-26-86",1644,257,641,0,-1,"","Dylan, Petty & The Heartbreakers played second","06-26-86 Hubert H. Humphrey Metrodome/, Minneapolis/, Mn. (Thu)"
649,"1986-07-04","07-04-86",1649,92,642,0,-1,"","*TV broadcast for Farm AidDylan, Petty & The Heartbreakers played second","07-04-86 Rich Stadium/, Orchard Park/, N.Y. (Fri)"
650,"1986-12-27","12-27-86",1655,138,643,0,-1,"","The Neville Brothers opened","12-27-86 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Sat)"
651,"1986-12-31","12-31-86",1658,138,644,0,-1,"","Bill Graham flies in dressed as an eagle - FM broadcast KFOG-San Francisco - David Crosby, then The Neville Brothers opened","12-31-86 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Wed)"
652,"1987-03-02","03-02-87",1663,138,645,0,-1,"","""Funiculi Funicula"" tuning before ""Jack Straw""","03-02-87 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Mon)"
653,"1987-03-03","03-03-87",1664,138,646,0,-1,"","*with members of the Dirty Dozen Brass BandMardi Gras - Dirty Dozen Brass Band opened","03-03-87 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Tue)"
654,"1987-03-26","03-26-87",1668,110,647,0,-1,"","sound check: Cumberland, Far From Me","03-26-87 Hartford Civic Center/, Hartford/, Ct. (Thu)"
655,"1987-03-27","03-27-87",1669,110,648,0,-1,"","""Crazy Fingers"" tease before ""Uncle John""","03-27-87 Hartford Civic Center/, Hartford/, Ct. (Fri)"
656,"1987-03-29","03-29-87",1670,36,649,0,-1,"","last ""Far From Me"": 10-30-84 [135]","03-29-87 The Spectrum/, Philadelphia/, Pa. (Sun)"
657,"1987-03-31","03-31-87",1672,36,650,0,-1,"","FM broadcast WMMR-Philadelphia","03-31-87 The Spectrum/, Philadelphia/, Pa. (Tue)"
658,"1987-04-07","04-07-87",1677,11,651,0,-1,"","false start on ""Bucket"" - FM broadcast WNEW-New York & WXRK","04-07-87 Meadowlands Arena/, East Rutherford/, N.J. (Tue)"
659,"1987-06-13","06-13-87",1689,175,652,0,-1,"","first ""Masterpiece""","06-13-87 County Fairgrounds/, Ventura/, Ca. (Sat)"
660,"1987-06-20","06-20-87",1692,29,653,0,-1,"","first ""Watchtower""","06-20-87 Greek Theatre/, U. of California/, Berkeley/, Ca. (Sat)"
661,"1987-07-02","07-02-87",1698,139,654,0,-1,"","""Take A Step Back"" before ""Esau"" - ""Mexican Hat Dance"" tuning before ""China Cat""","07-02-87 Silver Stadium/, Rochester/, N.Y. (Thu)"
662,"1987-07-07","07-07-87",1701,222,655,0,-1,"","""Funiculi Funicula"" tuning before ""Half Step""","07-07-87 Roanoke Civic Center/, Roanoke/, Va. (Tue)"
663,"1987-07-10","07-10-87",1703,258,656,0,-1,"","*Garcia on pedal steelfirst ""Judas Priest"" - first ""Serve Somebody"" - first ""Simple Twist"" - first ""Tangled Up""","07-10-87 John F. Kennedy Stadium/, Philadelphia/, Pa. (Fri)"
664,"1987-07-24","07-24-87",1706,70,657,0,-1,"","*with Bob Dylan""Funiculi Funicula"" & ""Tico Tico"" tunings before ""Jack Straw"" - final ""Baby Tonight"" - final ""Highway 61"" - final ""I Want You"" - final ""Man Of Peace"" - only ""Shelter From The Storm"" - final ""Slow Train"" - final ""Times A Changin""","07-24-87 Oakland Coliseum Stadium/, Oakland/, Ca. (Fri)"
665,"1987-08-12","08-12-87",1709,10,658,0,-1,"","""Camptown Races"" tuning before ""Good Times""","08-12-87 Red Rocks Amphitheatre/, Morrison/, Co. (Wed)"
666,"1987-08-18","08-18-87",1713,259,659,0,-1,"","new location for venue at Firebird Lake, Gila River Indian Reservation","08-18-87 Compton Terrace Amphitheatre/, Chandler/, Az. (Tue)"
667,"1987-08-20","08-20-87",1714,250,660,0,-1,"","","08-20-87 Park West Ski Resort/, Park West/, Ut. (Thu)"
668,"1987-09-15","09-15-87",1723,8,661,0,-1,"","""Beer Barrel Polka"" tuning before ""Me & My Uncle""","09-15-87 Madison Square Garden/, New York/, N.Y. (Tue)"
669,"1987-09-22","09-22-87",1728,36,662,0,-1,"","*with Spencer Davis ""Addams Family"" tuning before ""Cassidy"" - first ""Two Soldiers Jam"")","09-22-87 The Spectrum/, Philadelphia/, Pa. (Tue)"
670,"1987-10-03","10-03-87",1732,43,663,1,-1,"","""Addams Family"" tuning before ""Masterpiece"" - final ""Esau""","10-03-87 Shoreline Amphitheatre/, Mountain View/, Ca. (Sat)"
671,"1987-10-04","10-04-87",1733,43,664,1,-1,"","final ""Blue Dress"" - final ""Good Golly""","10-04-87 Shoreline Amphitheatre/, Mountain View/, Ca. (Sun)"
672,"1987-11-07","11-07-87",1735,138,665,1,-1,"","Rex Foundation benefit","11-07-87 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Sat)"
673,"1987-12-27","12-27-87",1740,24,666,0,-1,"","sound check: Top Of The World","12-27-87 Oakland Coliseum Arena/, Oakland/, Ca. (Sun)"
674,"1988-03-16","03-16-88",1748,138,667,0,-1,"","","03-16-88 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Wed)"
675,"1988-03-28","03-28-88",1754,6,668,0,-1,"","","03-28-88 Hampton Coliseum/, Hampton/, Va. (Mon)"
676,"1988-04-05","04-05-88",1760,110,669,0,-1,"","last ""Louie Louie"": 09-07-69 [1304]","04-05-88 Hartford Civic Center/, Hartford/, Ct. (Tue)"
677,"1988-04-15","04-15-88",1767,145,670,0,-1,"","drummers birthdays' joke before ""Heaven's Door""","04-15-88 Rosemont Horizon/, Rosemont/, Il. (Fri)"
678,"1988-04-30","04-30-88",1771,51,671,0,-1,"","first ""LTGTR"" - FM broadcast KZSU-Palo Alto","04-30-88 Frost Amphitheatre/, Stanford U./, Palo Alto/, Ca. (Sat)"
679,"1988-05-01","05-01-88",1772,51,672,0,-1,"","FM broadcast KZSU-Palo Alto","05-01-88 Frost Amphitheatre/, Stanford U./, Palo Alto/, Ca. (Sun)"
680,"1988-06-17","06-17-88",1773,260,673,0,-1,"","first ""Victim""","06-17-88 Metropolitan Sports Center/, Bloomington/, Mn. (Fri)"
681,"1988-06-26","06-26-88",1779,254,674,0,-1,"","first ""Start Your Engines""","06-26-88 Pittsburgh Civic Arena/, Pittsburgh/, Pa. (Sun)"
682,"1988-07-03","07-03-88",1783,90,675,0,-1,"","Little Feat opened","07-03-88 Oxford Plains Speedway/, Oxford/, Me. (Sun)"
683,"1988-07-16","07-16-88",1785,29,676,0,-1,"","*with Baba Olatunji Rex Foundation benefit - FM broadcast KPFA-Berkeley - Alexandr Gradsky played acoustic guitar and sang between sets","07-16-88 Greek Theatre/, U. of California/, Berkeley/, Ca. (Sat)"
684,"1988-07-17","07-17-88",1786,29,677,0,-1,"","Rex Foundation benefit - FM broadcast KPFA-Berkeley - final ""Blackbird""","07-17-88 Greek Theatre/, U. of California/, Berkeley/, Ca. (Sun)"
685,"1988-08-28","08-28-88",1791,52,678,0,-1,"","Jimmy Cliff, then Robert Cray opened","08-28-88 Autzen Stadium/, U. of Oregon/, Eugene/, Or. (Sun)"
686,"1988-09-09","09-09-88",1797,36,679,0,-1,"","","09-09-88 The Spectrum/, Philadelphia/, Pa. (Fri)"
687,"1988-09-16","09-16-88",1802,8,680,0,-1,"","""Beer Barrel Polka"" tuning before ""Half Step""","09-16-88 Madison Square Garden/, New York/, N.Y. (Fri)"
688,"1988-10-15","10-15-88",1813,261,681,0,-1,"","","10-15-88 Bayfront Center Arena/, St. Petersburg/, Fl. (Sat)"
689,"1989-02-05","02-05-89",1824,138,682,0,-1,"","""Memphis Blues"" tease before ""Desolation Row"" - sound check: ""SOTM"" - first ""SOTM"" - first ""We Can Run""","02-05-89 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Sun)"
690,"1989-03-28","03-28-89",1831,95,683,0,-1,"","","03-28-89 The Omni/, Atlanta/, Ga. (Tue)"
691,"1989-04-08","04-08-89",1838,262,684,0,-1,"","","04-08-89 Riverfront Arena/, Cincinnati/, Oh. (Sat)"
692,"1989-04-09","04-09-89",1839,23,685,0,-1,"","final ""Louie Louie""","04-09-89 Freedom Hall/, Louisville/, Ky. (Sun)"
693,"1989-04-15","04-15-89",1843,263,686,0,-1,"","","04-15-89 The Mecca/, Milwaukee/, Wi. (Sat)"
694,"1989-06-18","06-18-89",1852,43,687,1,-1,"","","06-18-89 Shoreline Amphitheatre/, Mountain View/, Ca. (Sun)"
695,"1989-07-02","07-02-89",1855,264,688,0,-1,"","venue used to be called ""Schaefer Stadium"" - Los Lobos opened - last 1st-set ""Playin"": 07-04-87 [156] or 12-27-86 [200] - last 1st-set ""Crazy Fingers"": 04-04-86 [225]","07-02-89 Sullivan Stadium/, Foxboro/, Ma. (Sun)"
696,"1989-07-04","07-04-89",1856,92,689,0,-1,"","10,000 Maniacs opened - last 1st set ""L. L. Rain"": 07-10-87 [153] or 06-28-86 [211] - last ""Playin Reprise"": 03-21-86 [236]","07-04-89 Rich Stadium/, Orchard Park/, N.Y. (Tue)"
697,"1989-07-07","07-07-89",1857,258,690,0,-1,"","Bruce Hornsby & The Range opened - final concert held at J. F. K. Stadium","07-07-89 John F. Kennedy Stadium/, Philadelphia/, Pa. (Fri)"
698,"1989-07-09","07-09-89",1858,56,691,0,-1,"","""Addams Family"" tuning before ""Shakedown"" - Los Lobos opened","07-09-89 Giants Stadium/, East Rutherford/, N.J. (Sun)"
699,"1989-08-17","08-17-89",1869,29,692,0,-1,"","Rex Foundation benefit - FM broadcast KPFA-Berkeley","08-17-89 Greek Theatre/, U. of California/, Berkeley/, Ca. (Thu)"
700,"1989-10-01","10-01-89",1874,43,693,0,-1,"","","10-01-89 Shoreline Amphitheatre/, Mountain View/, Ca. (Sun)"
701,"1989-10-18","10-18-89",1882,36,694,0,-1,"","","10-18-89 The Spectrum/, Philadelphia/, Pa. (Wed)"
702,"1989-10-22","10-22-89",1885,25,695,0,-1,"","","10-22-89 Charlotte Coliseum/, Charlotte/, N.C. (Sun)"
703,"1990-03-21","03-21-90",1905,75,696,0,-1,"","","03-21-90 Copps Coliseum/, Hamilton/, Ontario/, Canada (Wed)"
704,"1990-03-25","03-25-90",1908,30,697,0,-1,"","*appears on ""Dozin' At The Knick""","03-25-90 Knickerbocker Arena/, Albany/, N.Y. (Sun)"
705,"1990-04-02","04-02-90",1914,95,698,0,-1,"","final ""Death Don't""","04-02-90 The Omni/, Atlanta/, Ga. (Mon)"
706,"1990-05-06","05-06-90",1917,143,699,0,-1,"","","05-06-90 California State U. Dominguez Hills/, Carson/, Ca. (Sun)"
707,"1990-06-08","06-08-90",1918,65,700,0,-1,"","Rex Foundation benefit","06-08-90 Cal Expo Amphitheatre/, Sacramento/, Ca. (Fri)"
708,"1990-06-10","06-10-90",1920,65,701,0,-1,"","Rex Foundation benefit","06-10-90 Cal Expo Amphitheatre/, Sacramento/, Ca. (Sun)"
709,"1990-06-15","06-15-90",1921,43,702,0,-1,"","","06-15-90 Shoreline Amphitheatre/, Mountain View/, Ca. (Fri)"
710,"1990-06-24","06-24-90",1925,52,703,0,-1,"","Little Feat opened","06-24-90 Autzen Stadium/, U. of Oregon/, Eugene/, Or. (Sun)"
711,"1990-07-06","07-06-90",1927,265,704,0,-1,"","Bruce Hornsby & The Range opened","07-06-90 Cardinal Stadium/, Louisville/, Ky. (Fri)"
712,"1990-07-14","07-14-90",1931,266,705,0,-1,"","""Addams Family"" tuning, ""Take A Step Back"" before ""Eyes"" - final ""Take You Home"" - venue used to be called ""Sullivan Stadium"" - Edie Brickell & The New Bohemians opened","07-14-90 Foxboro Stadium/, Foxboro/, Ma. (Sat)"
713,"1990-07-21","07-21-90",1935,181,706,0,-1,"","final ""Little Light"" - final ""Mr. Fantasy""","07-21-90 World Music Theatre/, Tinley Park/, Il. (Sat)"
714,"1990-09-08","09-08-90",1939,182,707,0,-1,"","","09-08-90 Richfield Coliseum/, Richfield/, Oh. (Sat)"
715,"1990-09-15","09-15-90",1944,8,708,0,-1,"","Bruce Hornsby's first show - final ""Gimme Some Lovin"", only version performed without Brent","09-15-90 Madison Square Garden/, New York/, N.Y. (Sat)"
716,"1990-10-28","10-28-90",1956,93,709,0,-1,"","first ""Stander""","10-28-90 Zenith/, Paris/, France (Sun)"
717,"1990-12-30","12-30-90",1969,24,710,0,-1,"","final ""Valley Road""","12-30-90 Oakland Coliseum Arena/, Oakland/, Ca. (Sun)"
718,"1991-02-19","02-19-91",1971,24,711,0,-1,"","without Bruce Hornsby - last ""New Speedway"": 09-20-70 [1371] - last electric ""New Speedway"" 07-11-70 [1387]","02-19-91 Oakland Coliseum Arena/, Oakland/, Ca. (Tue)"
719,"1991-02-21","02-21-91",1973,24,712,0,-1,"","*with Airto Moreira on drums without Bruce Hornsby - the Chinese Symphony Orchestra opened - Dragon Dance during ""Drumz"" - ""Terrapin"" tease before ""Uncle John","02-21-91 Oakland Coliseum Arena/, Oakland/, Ca. (Thu)"
720,"1991-03-17","03-17-91",1974,141,713,0,-1,"","first ""Reuben & Cherise""","03-17-91 Capital Centre/, Landover/, Md. (Sun)"
721,"1991-03-23","03-23-91",1978,30,714,0,-1,"","without Bruce Hornsby","03-23-91 Knickerbocker Arena/, Albany/, N.Y. (Sat)"
722,"1991-03-24","03-24-91",1979,30,715,1,-1,"","without Bruce Hornsby","03-24-91 Knickerbocker Arena/, Albany/, N.Y. (Sun)"
723,"1991-03-25","03-25-91",1980,30,716,0,-1,"","without Bruce Hornsby","03-25-91 Knickerbocker Arena/, Albany/, N.Y. (Mon)"
724,"1991-03-27","03-27-91",1981,5,717,0,-1,"","without Bruce Hornsby","03-27-91 Nassau Veterans Memorial Coliseum/, Uniondale/, N.Y. (Wed)"
725,"1991-05-12","05-12-91",1999,43,718,0,-1,"","last ""C. C. Rider"": 12-10-89 [107] - last ""Train To Cry"": 06-10-73 [1164]","05-12-91 Shoreline Amphitheatre/, Mountain View/, Ca. (Sun)"
726,"1991-06-09","06-09-91",2003,144,719,0,-1,"","final ""Reuben & Cherise"" - Violent Femmes opened","06-09-91 Buckeye Lake Music Center/, Hebron/, Oh. (Sun)"
727,"1991-08-14","08-14-91",2017,65,720,0,-1,"","","08-14-91 Cal Expo Amphitheatre/, Sacramento/, Ca. (Wed)"
728,"1991-09-13","09-13-91",2028,8,721,0,-1,"","","09-13-91 Madison Square Garden/, New York/, N.Y. (Fri)"
729,"1991-09-24","09-24-91",2036,12,722,0,-1,"","""Dark Star"" is first verse only","09-24-91 Boston Garden/, Boston/, Ma. (Tue)"
730,"1991-11-03","11-03-91",2043,184,723,0,-1,"","*with John Popper on harmonica **with John Fogerty on guitar and vocals***with Neil Young on guitar and vocals""A benefit for Laughter, Love, and Music"" - memorial for Bill Graham - without Bruce Hornsby - only ""Born On The Bayou"" - only ""Green River"" - only ""Bad Moon Rising"" - only ""Proud Mary"" - only ""Forever Young"" - lineup: Dirty Dozen Brass Band; Bobby McFerrin; Jackson Browne; Aaron Neville; Tracy Chapman; Santana; Robin Williams; Journey; Crosby, Stills, Nash & Young; GD; Joan Baez, Graham Nash & Kris Kristofferson","11-03-91 Polo Field/, Golden Gate Park/, San Francisco/, Ca. (Sun)"
731,"1992-03-16","03-16-92",2061,36,724,0,-1,"","final ""C. C. Rider"" - final ""Train To Cry""","03-16-92 The Spectrum/, Philadelphia/, Pa. (Mon)"
732,"1992-03-20","03-20-92",2064,75,725,0,-1,"","""Dark Star"" first verse sung, instrumental second verse","03-20-92 Copps Coliseum/, Hamilton/, Ontario/, Canada (Fri)"
733,"1992-03-21","03-21-92",2065,75,726,0,-1,"","short ""Shenandoah"" theme during ""Space""","03-21-92 Copps Coliseum/, Hamilton/, Ontario/, Canada (Sat)"
734,"1992-05-21","05-21-92",2070,65,727,0,-1,"","Rex Foundation benefit - Pharoah Sanders opened","05-21-92 Cal Expo Amphitheatre/, Sacramento/, Ca. (Thu)"
735,"1992-05-23","05-23-92",2071,43,728,0,-1,"","","05-23-92 Shoreline Amphitheatre/, Mountain View/, Ca. (Sat)"
736,"1992-05-24","05-24-92",2072,43,729,0,-1,"","","05-24-92 Shoreline Amphitheatre/, Mountain View/, Ca. (Sun)"
737,"1992-05-25","05-25-92",2073,43,730,0,-1,"","locomotive airhorn during ""Drumz""","05-25-92 Shoreline Amphitheatre/, Mountain View/, Ca. (Mon)"
738,"1992-06-08","06-08-92",2078,182,731,0,-1,"","last ""Mind Left Body Jam"": 03-24-90 [171] - ""Dark Star"" is first verse only","06-08-92 Richfield Coliseum/, Richfield/, Oh. (Mon)"
739,"1992-06-15","06-15-92",2083,56,732,0,-1,"","*with Steve Millerlocomotive airhorn during ""Drumz"" - Steve Miller opened","06-15-92 Giants Stadium/, East Rutherford/, N.J. (Mon)"
740,"1992-06-22","06-22-92",2087,267,733,0,-1,"","""Dark Star"" is second verse only","06-22-92 Star Lake Amphitheatre/, Burgettstown/, Pa. (Mon)"
741,"1992-06-23","06-23-92",2088,267,734,0,-1,"","","06-23-92 Star Lake Amphitheatre/, Burgettstown/, Pa. (Tue)"
742,"1992-12-03","12-03-92",2095,112,735,0,-1,"","","12-03-92 McNichols Sports Arena/, Denver/, Co. (Thu)"
743,"1992-12-06","12-06-92",2097,259,736,0,-1,"","last ""H. C. Sunshine"": 02-23-74 [1213]","12-06-92 Compton Terrace Amphitheatre/, Chandler/, Az. (Sun)"
744,"1992-12-11","12-11-92",2098,24,737,0,-1,"","","12-11-92 Oakland Coliseum Arena/, Oakland/, Ca. (Fri)"
745,"1993-01-24","01-24-93",2103,24,738,0,-1,"","","01-24-93 Oakland Coliseum Arena/, Oakland/, Ca. (Sun)"
746,"1993-02-21","02-21-93",2106,24,739,0,-1,"","first ""Lazy River Road"" - first ""Eternity"" - first ""Liberty""","02-21-93 Oakland Coliseum Arena/, Oakland/, Ca. (Sun)"
747,"1993-02-22","02-22-93",2107,24,740,0,-1,"","first ""Days Between"" - sound check: ""Days Between,"" ""Lazy River Road""","02-22-93 Oakland Coliseum Arena/, Oakland/, Ca. (Mon)"
748,"1993-03-11","03-11-93",2111,145,741,0,-1,"","*with Ken Nordine Ken Nordine recited ""Flibberty Jib"" and ""The Island"" during ""Drumz"" - sound check: Lazy River Road, Wave To The Wind, Days Between","03-11-93 Rosemont Horizon/, Rosemont/, Il. (Thu)"
749,"1993-03-18","03-18-93",2115,141,742,0,-1,"","*with Bruce Hornsby on accordionsound check: Broken Arrow, IFTL","03-18-93 Capital Centre/, Landover/, Md. (Thu)"
750,"1993-03-31","03-31-93",2124,5,743,0,-1,"","sound check: Cumberland, Lazy River Road","03-31-93 Nassau Veterans Memorial Coliseum/, Uniondale/, N.Y. (Wed)"
751,"1993-04-01","04-01-93",2125,5,744,0,-1,"","*with Barney the purple dinosaur on bass","04-01-93 Nassau Veterans Memorial Coliseum/, Uniondale/, N.Y. (Thu)"
752,"1993-04-05","04-05-93",2128,5,745,0,-1,"","","04-05-93 Nassau Veterans Memorial Coliseum/, Uniondale/, N.Y. (Mon)"
753,"1993-05-15","05-15-93",2130,39,746,0,-1,"","Sting opened","05-15-93 Sam Boyd Silver Bowl/, U.N.L.V./, Las Vegas/, Nv. (Sat)"
754,"1993-05-23","05-23-93",2134,43,747,0,-1,"","sound check: ""Lazy River Road,"" ""Attics""","05-23-93 Shoreline Amphitheatre/, Mountain View/, Ca. (Sun)"
755,"1993-05-25","05-25-93",2135,65,748,0,-1,"","Rex benefit","05-25-93 Cal Expo Amphitheatre/, Sacramento/, Ca. (Tue)"
756,"1993-06-05","06-05-93",2138,56,749,0,-1,"","Sting opened - first ""Easy Answers""","06-05-93 Giants Stadium/, East Rutherford/, N.J. (Sat)"
757,"1993-06-18","06-18-93",2146,40,750,0,-1,"","*with NBA championship audioSting opened","06-18-93 Soldier Field/, Chicago/, Il. (Fri)"
758,"1993-06-22","06-22-93",2149,66,751,0,-1,"","","06-22-93 Deer Creek Music Center/, Noblesville/, In. (Tue)"
759,"1993-06-26","06-26-93",2152,16,752,0,-1,"","with Bruce Hornsby on accordion - Sting opened","06-26-93 Robert F. Kennedy Stadium/, Washington/, D.C. (Sat)"
760,"1993-08-25","08-25-93",2155,43,753,0,-1,"","","08-25-93 Shoreline Amphitheatre/, Mountain View/, Ca. (Wed)"
761,"1993-08-27","08-27-93",2157,43,754,0,-1,"","","08-27-93 Shoreline Amphitheatre/, Mountain View/, Ca. (Fri)"
762,"1993-09-09","09-09-93",2159,182,755,0,-1,"","","09-09-93 Richfield Coliseum/, Richfield/, Oh. (Thu)"
763,"1993-09-16","09-16-93",2164,8,756,0,-1,"","","09-16-93 Madison Square Garden/, New York/, N.Y. (Thu)"
764,"1993-09-18","09-18-93",2166,8,757,0,-1,"","Rex Foundation benefit","09-18-93 Madison Square Garden/, New York/, N.Y. (Sat)"
765,"1993-09-28","09-28-93",2173,12,758,0,-1,"","","09-28-93 Boston Garden/, Boston/, Ma. (Tue)"
766,"1993-09-29","09-29-93",2174,12,759,0,-1,"","""Terrapin"" fake before ""Way To Go"" - final/last ""Playin Reprise"": 01-25-93 [70] - sound check: acoustic ""L. L. Rain""","09-29-93 Boston Garden/, Boston/, Ma. (Wed)"
767,"1993-09-30","09-30-93",2175,12,760,0,-1,"","last ""El Paso"": 06-28-92 [84]","09-30-93 Boston Garden/, Boston/, Ma. (Thu)"
768,"1993-12-08","12-08-93",2176,96,761,0,-1,"","last ""King Bee"": 12-15-71 [1453]","12-08-93 Los Angeles Sports Arena/, Los Angeles/, Ca. (Wed)"
769,"1993-12-09","12-09-93",2177,96,762,0,-1,"","*with Ornette Coleman ** also with Airto Moreira and Flora Purimfinal ""Wave To The Wind""","12-09-93 Los Angeles Sports Arena/, Los Angeles/, Ca. (Thu)"
770,"1993-12-12","12-12-93",2179,217,763,0,-1,"","last ""Nobody's Fault"": 09-22-91 [144]","12-12-93 San Diego Sports Arena/, San Diego/, Ca. (Sun)"
771,"1993-12-17","12-17-93",2181,24,764,1,-1,"","","12-17-93 Oakland Coliseum Arena/, Oakland/, Ca. (Fri)"
772,"1994-02-27","02-27-94",2186,24,765,0,-1,"","last ""Mama Tried"": 01-25-93 [82] - ""Supplication Jam"" during ""Uncle John"" - Dragon parade during ""Drumz"" - ""Cosmic Charlie"" tease before ""Wharf Rat""","02-27-94 Oakland Coliseum Arena/, Oakland/, Ca. (Sun)"
773,"1994-03-18","03-18-94",2192,145,766,0,-1,"","","03-18-94 Rosemont Horizon/, Rosemont/, Il. (Fri)"
774,"1994-03-25","03-25-94",2197,5,767,0,-1,"","with Bruce Hornsby on accordion","03-25-94 Nassau Veterans Memorial Coliseum/, Uniondale/, N.Y. (Fri)"
775,"1994-03-28","03-28-94",2199,5,768,0,-1,"","","03-28-94 Nassau Veterans Memorial Coliseum/, Uniondale/, N.Y. (Mon)"
